angry,dates,haha,like,love,messages,sad,wow,url
0,2014-12-08T07:00:02+0000,0,23,0,"Llegan a Uruguay seis presos de Guantánamo

Fueron apresados en el 2002 como presuntos milicianos de al-Qaida http://ht.ly/FvW4d",0,0,http://ht.ly/FvW4d
0,2014-12-07T23:00:01+0000,0,168,0,"Temístocles Montás: ""El continuismo azara el desarrollo democrático""

Expresó su confianza en que el Partido de la Liberación Dominicana volverá a ganar las elecciones del 2016 http://ht.ly/Fvpcm",0,0,http://ht.ly/Fvpcm
0,2014-12-07T22:00:02+0000,0,2104,0,"Amet RD pone en servicio radares y alcoholímetros en autopistas del Este

La medida se extenderá en las próximas semanas a otras zonas http://ht.ly/Fvl5x",0,0,http://ht.ly/Fvl5x
0,2014-12-07T07:00:03+0000,0,160,0,La deforestación puede ser el origen de la sequía en Brasil http://ht.ly/FtE9H,0,0,http://ht.ly/FtE9H
0,2014-12-07T05:00:02+0000,0,57,0,Funerales de la reina Fabiola se realizarán el viernes 12 en Bruselas http://ht.ly/FtDXe,0,0,http://ht.ly/FtDXe
0,2014-12-07T01:00:02+0000,0,121,0,"Marilyn, el desnudo inolvidable http://ht.ly/Ftr6E",0,0,http://ht.ly/Ftr6E
0,2014-12-06T10:30:01+0000,0,95,0,"Editorial: Moderación

Prudencia e inteligencia se imponen en Navidad #DLOpinión http://ht.ly/FswDI",0,0,http://ht.ly/FswDI
0,2014-12-06T10:00:02+0000,0,57,0,"AM: Las tres reelecciones

Falta una generación en la vida política #DLOpinión http://ht.ly/Fswal",0,0,http://ht.ly/Fswal
0,2014-12-06T09:00:02+0000,0,172,0,"Plantea alternativas para reducir la tarifa eléctrica

Fue seleccionada por el PNUMA para la construcción de un parque fotovoltaico http://ht.ly/Fsv6Q",0,0,http://ht.ly/Fsv6Q
0,2014-12-05T16:20:02+0000,0,350,0,Asignan más policías y militares en Punta Cana para evitar protestas http://ht.ly/Fqtu6,0,0,http://ht.ly/Fqtu6
0,2014-12-05T10:30:00+0000,0,126,0,"Editorial: Ahora es allá

Donde los problemas parecen insalvables #DLOpinión http://ht.ly/FoISn",0,0,http://ht.ly/FoISn
0,2014-12-04T23:03:20+0000,0,548,0,"Evangélicos advierten a los legisladores sobre despenalizar el aborto

Dicen votarían en el 2016 por candidatos que tengan principios y valores a favor de la familia http://ht.ly/FockR",0,0,http://ht.ly/FockR
0,2014-12-04T22:17:11+0000,0,998,0,"Quique Antún pide se ponga freno al ""caos"" de la inmigración haitiana

Dice que los haitianos ""no nos están invadiendo, ya nos ocuparon"". http://ht.ly/FnVcA",0,0,http://ht.ly/FnVcA
0,2014-12-04T14:30:01+0000,0,15,0,Legisladores dominicanos en Nueva York repudian veredicto en caso de Eric Garner http://ht.ly/FlRTV,0,0,http://ht.ly/FlRTV
0,2014-12-04T13:44:08+0000,0,36,0,"Matan a balazos a un dominicano desde auto en marcha en Providence 

Aquí detalles http://ht.ly/FlQp6",0,0,http://ht.ly/FlQp6
0,2014-12-03T11:30:01+0000,0,51,0,"La FINJUS y juristas advierten sobre cambios en el #CódigoPenal

Ven que 11 artículos violan la Constitución, y que hay mucha pasión con tema del aborto http://ht.ly/FgDfI",0,0,http://ht.ly/FgDfI
0,2014-12-03T10:30:00+0000,0,489,0,"Editorial: Triunfo del corazón

Felicitamos a don Luis Mejia Oviedo, presidente del Comite Olimpico Dominicano Colimdo y, en él, a los bravos atletas nacionales #DLOpinión http://ht.ly/FgEJj",0,0,http://ht.ly/FgEJj
0,2014-12-03T05:00:03+0000,0,32,0,"Citi reconoce a microempresarios dominicanos

En esta décima entrega, 17 empresas fueron premiadas http://ht.ly/FgAxy",0,0,http://ht.ly/FgAxy
0,2014-12-03T03:30:01+0000,0,42,0,"Advierten de ""graves consecuencias"" por el #cambioclimático en América Latina

El Banco Mundial prevé para la región un aumento de la temperatura de entre 2 y 4 grados centígrados http://ht.ly/FgpCR",0,0,http://ht.ly/FgpCR
0,2014-12-03T00:30:01+0000,0,20,0,"Santos da por concluido el secuestro del general Alzate

""No creo que caso del general haya dejado gravemente herida la mesa de negociaciones"" de paz, dice http://ht.ly/Fg9pZ",0,0,http://ht.ly/Fg9pZ
0,2014-12-02T23:01:16+0000,0,1069,0,"Obispos insisten en salvar la vida desde la concepción aun cuando la de la mujer corra riesgo

¿Estás de acuerdo con su posición? http://ht.ly/FfY0o",0,0,http://ht.ly/FfY0o
0,2014-12-02T22:15:01+0000,0,33,0,"Sólo se trata el 3.27% del agua residual del Gran Santo Domingo. 

Aquí resultados del informe estadístico de la CAASD http://ht.ly/FfEQ5",0,0,http://ht.ly/FfEQ5
0,2014-12-02T19:36:20+0000,0,156,0,Ministerio de Obras Públicas y Comunicaciones cerrará mañana túnel de la Núñez de Cáceres. Aquí detalles http://ht.ly/FfjeC,0,0,http://ht.ly/FfjeC
0,2014-12-02T12:00:00+0000,0,143,0,"Movimiento en la PoliciaNacionalRD por #NavidadTranquila2014

El operativo para evitar robos, heridas y muertes será lanzado mañana http://ht.ly/FcgJX",0,0,http://ht.ly/FcgJX
0,2014-12-02T10:00:02+0000,0,786,0,"AM: Pan y circo

Aquí estamos todavía pidiendo al Ayuntamiento que no haga tanto ruido... #DLOpinión http://ht.ly/FchbG",0,0,http://ht.ly/FchbG
0,2014-12-01T15:00:01+0000,0,93,0,Tribunal fija apelación caso Bahía de las Águilas. Piden revocar nulidad de títulos http://ht.ly/F7Evc,0,0,http://ht.ly/F7Evc
0,2014-12-01T14:30:02+0000,0,1010,0,"Misión cumplida, República Dominicana ocupó 5to lugar en Juegos  Centroamericanos. 

Algunas disciplinas deben ser revisadas http://ht.ly/F7Fa0",0,0,http://ht.ly/F7Fa0
0,2014-11-30T20:00:02+0000,0,222,0,"Calle 13 en Guatemala: ""Sí hubo genocidio"" http://ht.ly/F6Fqm",0,0,http://ht.ly/F6Fqm
0,2014-11-29T21:20:02+0000,0,78,0,Reales de Kansas y Marlins de Miami intercambian lanzadores http://ht.ly/F4CmB,0,0,http://ht.ly/F4CmB
0,2014-11-29T11:30:00+0000,0,328,0,"Sale de intensivo el joven quemado en el Metro de Santo Domingo

Ahora se encuentra en una fase intermedia en el Cecanot, donde puede ser visitado http://ht.ly/F3PaI",0,0,http://ht.ly/F3PaI
0,2014-11-28T12:00:02+0000,0,91,0,"Parques y plazas muy deteriorados en Santiago

La situación impide el disfrute de los espacios públicos http://ht.ly/F0Rpa",0,0,http://ht.ly/F0Rpa
0,2014-11-28T09:00:02+0000,0,151,0,"La vida en las 40 cañadas de Santiago

“Seguimos aquí porque no pagamos agua ni luz ni alquileres” http://ht.ly/F0PvY",0,0,http://ht.ly/F0PvY
0,2014-11-28T02:00:02+0000,0,945,0,"Leonel Fernández recibe la Medalla de Oro de universidad española

En reconocimiento a la labor en materia educativa en República Dominicana http://ht.ly/F0CB6",0,0,http://ht.ly/F0CB6
0,2014-11-27T23:00:00+0000,0,746,0,Se desconoce cantidad de dominicanos que se beneficiarán con orden ejecutiva de Obama http://ht.ly/F0lPZ,0,0,http://ht.ly/F0lPZ
0,2014-11-27T22:16:35+0000,0,102,0,"Intervienen a la Unión de Seguros del quebrado Banco Peravia

El Superintendente de Seguros, Euclides Gutiérrez Félix, reveló que tras seis meses de intervención, la aseguradora será clausurada http://ht.ly/F0leK",0,0,http://ht.ly/F0leK
0,2014-11-27T10:30:01+0000,0,482,0,"Editorial: Compras

El #BlackFriday ha prendido con fuerza entre los consumidores dominicanos #DLOpinión http://ht.ly/EY0gY",0,0,http://ht.ly/EY0gY
0,2014-11-27T09:00:02+0000,0,247,0,"EDEEste invierte RD$12 millones en La Francia

Los residentes en esa barriada, en Villa Duarte, tendrán 24 horas de luz http://ht.ly/EXXJl",0,0,http://ht.ly/EXXJl
0,2014-11-26T23:30:01+0000,0,61,0,"“El surgimiento de la industria del cine en la República Dominicana está teniendo eco”

Dice el director, productor y guionista canario Lucas Fernández http://ht.ly/EVixm",0,0,http://ht.ly/EVixm
0,2014-11-26T23:00:00+0000,0,120,0,Reinaldo dice PLD encabeza preferencias para las elecciones de 2016 http://ht.ly/EXczB,0,0,http://ht.ly/EXczB
0,2014-11-26T16:30:02+0000,0,47,0,"Antojitos para una Navidad más cómoda

Aquí compartimos algunas recetas muy sencillas de postres y bebidas http://ht.ly/EVXyJ",0,0,http://ht.ly/EVXyJ
0,2014-11-26T05:00:02+0000,0,20,0,"Brasil asiste a Indocal en la mejora de sus normas de calidad

Visita de técnicos brasileños es parte del convenio firmado en 2006 por MEPyD y la ABC de Brasil http://ht.ly/EU5uS",0,0,http://ht.ly/EU5uS
0,2014-11-25T23:30:02+0000,0,44,0,"Junta Central Electoral, satisfecha con sentencia del Tribunal Constitucional RD que ratifica su autonomía administrativa

Dice que despeja el camino y consagra aspiraciones por años de autonomía para el órgano electoral http://ht.ly/ETqhP",0,0,http://ht.ly/ETqhP
0,2014-11-25T17:00:02+0000,0,331,0,Dos mujeres mueren el mismo día arrolladas por trenes de Nueva York http://ht.ly/EROgw,0,0,http://ht.ly/EROgw
0,2014-11-25T16:30:01+0000,0,99,0,Estadio Cibao no estará listo para el miércoles; posponen partido con los Toros del Este http://ht.ly/ERLLA,0,0,http://ht.ly/ERLLA
0,2014-11-25T15:00:02+0000,0,38,0,"Zona Franca Industrial de Las Américas ofrece 1,000 nuevos empleos http://ht.ly/ERnRA",0,0,http://ht.ly/ERnRA
0,2014-11-25T09:00:03+0000,0,467,0,"La Procuraduría gradúa a 225 agentes penitenciarios

Francisco Domínguez Brito les pide no perder el honor y la dignidad http://ht.ly/EPVXr",0,0,http://ht.ly/EPVXr
0,2014-11-25T07:00:00+0000,0,77,0,"Desvío por la construcción del puente de la Circunvalación Santo Domingo

Ministerio de Obras Públicas busca prevenir accidentes de tránsito en Autopista 6 de Noviembre http://ht.ly/EPTUt",0,0,http://ht.ly/EPTUt
0,2014-11-25T06:00:02+0000,0,175,0,"Realizarán una feria en el Mercado de Villa Consuelo

Todavía no se aprueba el reglamento del mercado http://ht.ly/EPTkg",0,0,http://ht.ly/EPTkg
0,2014-11-24T22:33:36+0000,0,175,0,"Estadio Cibao no estará listo para el miércoles; posponen partido con los Toros del Este

Gobierno repara las áreas afectadas por incendio http://ht.ly/EPbG7",0,0,http://ht.ly/EPbG7
0,2014-11-24T08:30:02+0000,0,48,0,"La Soyuz TMA-15M, con tres tripulantes a bordo, se acopla a la Estación Espacial Internacional

Los recién llegados se sumarán a los actuales tres tripulantes de estación http://ht.ly/ELKhT",0,0,http://ht.ly/ELKhT
0,2014-11-23T23:00:03+0000,0,42,0,"Héctor Guzmán: PRM enfrenta reto de escoger candidato presidencial de manera democrática

Manifestó que en marzo del 2015 el PRM tendrá definido su candidato presidencial  http://ht.ly/EKTIW",0,0,http://ht.ly/EKTIW
0,2014-11-23T11:00:03+0000,0,403,0,"Obama cumple, aunque tarde, y lanza la pelota de la inmigración al Congreso http://ht.ly/EIvJg",0,0,http://ht.ly/EIvJg
0,2014-11-22T13:54:03+0000,0,1004,0,"Advierten que el almuerzo escolar podría aumentar la obesidad http://ht.ly/EIe9z 

El endocrinólogo Félix Escaño advirtió que la alta prevalencia de diabetes en el país podría incrementarse en las escuelas públicas con el modelo Tanda Extendida.",0,0,http://ht.ly/EIe9z
0,2014-11-21T21:30:01+0000,0,292,0,Los Dodgers adquieren al dominicano Joel Peralta http://ht.ly/EGMTo,0,0,http://ht.ly/EGMTo
0,2014-11-21T15:00:01+0000,0,50,0,"Reprograman juegos de las Águilas por incendio en el estadio Cibao

Aquí las nuevas fechas http://ht.ly/EF1Iu",0,0,http://ht.ly/EF1Iu
0,2014-11-20T21:08:24+0000,0,403,0,"Inauguran fábrica de lácteos en San Pedro de Macorís

Las operaciones de la nueva empresa han generado 166 empleos lhttp://ht.ly/ECPI3",0,0,http://ht.ly/ECPI3
0,2014-11-20T14:51:52+0000,0,41,0,Juristas definen como trascendental la reforma del Código Penal http://ht.ly/EBcZ5,0,0,http://ht.ly/EBcZ5
0,2014-11-20T12:00:01+0000,0,400,0,"Juez de la Suprema Corte de Justicia conocerá otra petición de la Procuraduría contra Félix Bautista

Francisco Domínguez Brito dijo que el levantamiento de las oposiciones no le quita el ánimo http://ht.ly/EzMSq",0,0,http://ht.ly/EzMSq
0,2014-11-20T06:00:00+0000,0,848,0,"La República Dominicana ayuda a descubrir una droga para el corazón

Con la nueva droga se espera que las dolencias queden en el pasado http://ht.ly/EzL0P",0,0,http://ht.ly/EzL0P
0,2014-11-20T00:30:02+0000,0,1563,29,"El Esplendor de San Pedro de Macorís

Por su historia, su valor arquitectónico y su estratégica localización, debiera ser la llave cultural hacia el Este http://ht.ly/EyZqI",3,0,http://ht.ly/EyZqI
0,2014-11-19T23:30:03+0000,0,34,0,"El cometa 67/P Churyumov-Gerasimenko es duro como el hielo y tiene moléculas

Para los científicos la superficie del cometa es muy diferente a lo que pensaban hasta ahora http://ht.ly/EyX9R",0,0,http://ht.ly/EyX9R
0,2014-11-19T05:00:17+0000,0,430,0,Perú apoyará a la República Dominicana en regular la explotación minera http://ht.ly/EvGJ7,0,0,http://ht.ly/EvGJ7
0,2014-11-18T22:35:40+0000,0,65,0,"David Bowie recopila 50 años de cambios en el nuevo ""Nothing Has Changed""

Mira aquí el vídeo de su nuevo sencillo, ""Sue (Or In A Season Of Crime)"" http://ht.ly/EuZ18",0,0,http://ht.ly/EuZ18
0,2014-11-18T16:50:02+0000,0,38,0,Más de 219 mil afiliados llegan a edad de retiro sin pensión http://ht.ly/EtsN6,0,0,http://ht.ly/EtsN6
0,2014-11-18T13:08:58+0000,0,1761,0,Llevan a hogar de paso niña que aparece en foto con cerveza; apresan a la madre http://ht.ly/EssoE,0,0,http://ht.ly/EssoE
0,2014-11-18T11:00:02+0000,0,140,0,"Sólo cinco funcionarios han cumplido la nueva ley que ordena declarar el patrimonio

El embajador de la Unión Europea considera fundamental la fiscalización del Congreso Nacional http://ht.ly/ErrVM",0,0,http://ht.ly/ErrVM
0,2014-11-18T06:00:03+0000,0,103,0,"La República Dominicana recibió US$20,000 millones de inversión en 10 años

El director del CEI-RD, Jean Alain Rodríguez, dice que en los últimos dos años van US$5,000 millones http://ht.ly/ErqNR",0,0,http://ht.ly/ErqNR
0,2014-11-17T15:30:02+0000,0,508,0,"Chilenos diseñan bicicleta imposible de robar 

Mira este VIDEO y descubre por qué http://ht.ly/EoE6Z",0,0,http://ht.ly/EoE6Z
0,2014-11-17T14:30:00+0000,0,356,0,Miles manifiestan su solidaridad y cariño por niños de condiciones especiales #QuíeremecomoSoy http://ht.ly/Eneml,0,0,http://ht.ly/Eneml
0,2014-11-17T11:30:00+0000,0,850,0,Joven quemado durante atentado al Metro sigue estable y con ganas de vivir http://ht.ly/EnbjZ,0,0,http://ht.ly/EnbjZ
0,2014-11-17T10:00:03+0000,0,131,0,AM: Las repúblicas parásitas |Cada república parásita trata de obtener lo más que puede para sus súbditos #DLOpinión http://ht.ly/EncFr,0,0,http://ht.ly/EncFr
0,2014-11-17T07:00:03+0000,0,32,0,"Desde mañana, Festival Internacional de Teatro Infantil y Juvenil http://ht.ly/Ena7J",0,0,http://ht.ly/Ena7J
0,2014-11-16T22:11:29+0000,0,1544,0,Luisito Pie gana primer combate de taekwondo en Juegos Centroamericanos http://ht.ly/Emvwj,0,0,http://ht.ly/Emvwj
0,2014-11-16T18:59:02+0000,0,140,0,"Al Horford y Bienvenido Carmona llegan a un acuerdo, vea aquí los detalles http://ht.ly/EmbqA",0,0,http://ht.ly/EmbqA
0,2014-11-16T14:37:55+0000,0,163,0,Facebook dificultará a las marcas promocionarse sin pagar. Estos son los mensajes que la red social controlará... http://ht.ly/ElGDQ,0,0,http://ht.ly/ElGDQ
0,2014-11-15T23:30:00+0000,0,553,0,"Presidente y Primera Dama encabezan acto por la familia

En la actividad fueron reconocidas 12 parejas, con más de 50 años de unión matrimonial http://ht.ly/EkHXY",0,0,http://ht.ly/EkHXY
0,2014-11-15T23:00:03+0000,0,82,0,Soldado ofrece detalles de cómo mató a Osama bin Laden http://ht.ly/EkFSs,0,0,http://ht.ly/EkFSs
0,2014-11-15T15:17:40+0000,0,480,0,"El ministro de Industria y Comercio dice que precios de productos comestibles deben bajar tras rebaja de combustibles http://ht.ly/Ek2A1 

¿Crees que los comerciantes reajustarán los precios a favor del consumidor?",0,0,http://ht.ly/Ek2A1
0,2014-11-15T01:00:01+0000,0,188,0,Danilo Medina inaugura dos escuelas en La Romana y La Altagracia http://ht.ly/EiVGG,0,0,http://ht.ly/EiVGG
0,2014-11-14T06:00:02+0000,0,53,0,"Santo Domingo Norte entrega el Premio Municipal de la Juventud

La actividad se llevará a cabo en la explanada frontal del cabildo http://ht.ly/Efy2N",0,0,http://ht.ly/Efy2N
0,2014-11-13T09:00:05+0000,0,509,0,"Corredor Vial del Sur avanza en un 90%

El Gobierno estima conclusión de la obra para los primeros meses del próximo año http://ht.ly/Ecdo6",0,0,http://ht.ly/Ecdo6
0,2014-11-13T00:49:49+0000,0,145,0,"Recuerdan víctimas del vuelo 587 en Queens, Nueva York

Alcalde de NY llama recordar con amor y esperanza a las víctimas http://ht.ly/EbUPg",0,0,http://ht.ly/EbUPg
0,2014-11-12T22:00:03+0000,0,79,0,"Geraldine Chaplin: “Dólares de arena es la película más bonita que he hecho”

Aquí entrevista a la actriz y tráiler http://ht.ly/Eau0d",0,0,http://ht.ly/Eau0d
0,2014-11-12T18:30:01+0000,0,19,0,Delincuentes ahorcan con una correa a anciano para robarle inversor http://ht.ly/EaVsy,0,0,http://ht.ly/EaVsy
0,2014-11-12T13:40:15+0000,0,70,0,"¿Qué ponernos para el coctel de Navidad de la empresa?

Aquí van tres sugerencias para lograr un look a prueba de fallos http://ht.ly/Ea3Nk",0,0,http://ht.ly/Ea3Nk
0,2014-11-12T10:30:00+0000,0,117,0,"Editorial: Pasajes y Gobierno

El transporte es uno de los componentes más importantes del presupuesto familiar #DLOpinión http://ht.ly/E9ivf",0,0,http://ht.ly/E9ivf
0,2014-11-12T10:00:00+0000,0,128,0,"AM: Mosquiteros y honor

Lo primero que debiera hacer un legislador que se respete es renunciar a los ""barrilitos"" #DLOpinión http://ht.ly/E9ioM",0,0,http://ht.ly/E9ioM
0,2014-11-11T09:30:00+0000,0,194,0,"Ganas de superación se sienten en La Barquita; moradores valoran los talleres de aprendizaje

Forman cooperativa de ahorro y crédito. Lanzarán productos de limpieza con marca “La Barquita” http://ht.ly/E5Por",0,0,http://ht.ly/E5Por
0,2014-11-11T06:00:02+0000,0,204,0,"Arroceros de Palenque aumentan su producción

Producen entre 100 y 120 quintales de arroz por hora que venden a RD$15 la libra http://ht.ly/E5OZH",0,1,http://ht.ly/E5OZH
0,2014-11-10T21:10:00+0000,0,1700,0,"Julio César Valentín contrajo matrimonio ayer

Mira aquí el vídeo de su boda http://ht.ly/E4Wge",0,0,http://ht.ly/E4Wge
0,2014-11-10T14:05:03+0000,0,359,0,Policía: Papeletas falsas eran de “buena calidad”. Banco Central se constituirá en parte civil contra la banda de falsificación http://ht.ly/E3uZx,0,0,http://ht.ly/E3uZx
0,2014-11-09T16:00:03+0000,0,84,0,Sólo el 0.5 % de las viviendas del país que califican están aseguradas http://ht.ly/E1w4N  | Video,0,0,http://ht.ly/E1w4N
0,2014-11-07T23:30:03+0000,0,132,0,"“Premios La Silla” al cine dominicano serán entregados el 19 de este mes en el Festival de Cine Funglode

Los premios se otorgan en honor a la primera película dominicana “La Silla” http://ht.ly/DZqsm",0,0,http://ht.ly/DZqsm
0,2014-11-07T20:19:15+0000,0,361,0,Cerrarán hoy elevado de la avenida Luperón por trabajos de reparación http://ht.ly/DZ4b9,0,0,http://ht.ly/DZ4b9
0,2014-11-06T22:00:41+0000,0,865,0,"UTESA sancionará a varios estudiantes por golpear a un monitor

Debido a la golpiza, el ayudante de profesores tuvo que ser ingresado de urgencia a un hospital http://ht.ly/DWzLt",0,0,http://ht.ly/DWzLt
0,2014-11-06T17:00:02+0000,0,37,0,Evan MacLean y Stolmy Pimentel abrirán los próximos juegos de las Estrellas http://ht.ly/DVG76,0,0,http://ht.ly/DVG76
0,2014-11-05T14:00:01+0000,0,281,0,Lluvias persistirán durante las próximas 24 horas http://ht.ly/DR5F9,0,0,http://ht.ly/DR5F9
0,2014-11-05T13:30:03+0000,0,124,0,"Donde Dios no puso... no puede haber

Aquí algunos tips para mantenerte en forma de acuerdo a tu tipo de figura http://ht.ly/DQZYA",0,0,http://ht.ly/DQZYA
0,2014-11-04T16:30:03+0000,0,55,0,"La columna de migración: Waiver con Extreme Hardship, Asuntos de Narcotráfico y Entrevista para Cónyuges http://ht.ly/DO1Ws",0,0,http://ht.ly/DO1Ws
0,2014-11-04T13:00:02+0000,0,1730,0,Empeora el estado de salud del afectado en el fuego del Metro http://ht.ly/DN9XU,0,0,http://ht.ly/DN9XU
0,2014-11-04T11:30:02+0000,0,128,0,"El PRM estructura organismos, e Hipólito Mejía retoma proselitismo 

Comisión de Mejía y Abinader arma la Comisión Política con salidos del PRD http://ht.ly/DMc69",0,0,http://ht.ly/DMc69
0,2014-11-03T12:00:03+0000,0,244,0,"Ministerio Público realiza allanamiento a empresa de Félix Bautista 

Abogados del legislador acusan al Procurador de ordenarlo de manera arbitraria http://ht.ly/DIb8E",0,0,http://ht.ly/DIb8E
0,2014-11-03T06:00:03+0000,0,33,0,Celebrarán en Roma sínodo sobre familia http://ht.ly/DI7ON,0,0,http://ht.ly/DI7ON
0,2014-11-02T22:50:03+0000,0,68,0,Juan Manuel Santos dice que las FARC están más débiles que nunca militarmente http://ht.ly/DHs64,0,0,http://ht.ly/DHs64
0,2014-11-02T16:51:03+0000,0,125,0,"Ada Balcácer: ""la soledad es la eterna compañía del artista"" http://ht.ly/DH2Hu",0,0,http://ht.ly/DH2Hu
0,2014-11-02T09:00:01+0000,0,43,0,"Funerales 2.0 para los precavidos

Hay aplicaciones que permiten al usuario establecer cuáles son sus deseos para su funeral http://ht.ly/DGodz",0,0,http://ht.ly/DGodz
0,2014-11-01T23:50:02+0000,0,100,0,Dejan en libertad por líos en el Holiday Inn. Al menos 10 querellas contra banco involucrado en el caso http://ht.ly/DFYOh,0,0,http://ht.ly/DFYOh
0,2014-11-01T18:54:17+0000,0,1533,0,Gobierno reitera a la Corte Interamericana de Derechos Humanos (CIDH) que su exigencia es “inaceptable” http://ht.ly/DFMv0,0,0,http://ht.ly/DFMv0
0,2014-11-01T11:30:02+0000,0,258,0,"Juez fija para el martes petición de Félix Bautista

El secretario de Organización del PLD considera las acciones fueron realizadas “de manera ilegal o inconstitucional” http://ht.ly/DETPx",0,0,http://ht.ly/DETPx
0,2014-10-31T22:50:02+0000,0,35,0,"Ya es oficial: Cachorros despiden a Rick Renteria; ¿llega Maddon?

Rentería tuvo marca de 73-89 en su única campaña como dirigente de los Cachorros http://ht.ly/DEu3S",0,0,http://ht.ly/DEu3S
0,2014-10-31T21:06:12+0000,0,475,0,"Apresan en España a supuesto asesino de Monkey Black

Aún se desconoce el paradero del otro implicado en la muerte del rapero dominicano http://ht.ly/DEgdK",0,0,http://ht.ly/DEgdK
0,2014-10-31T11:00:03+0000,0,110,0,"Dicen que el trotamundo Mooney está bien

había denunciado un supuesto secuestro en su contra a manos de presuntos piratas haitianos cerca de la isla Tortuga http://ht.ly/DBpqn",0,0,http://ht.ly/DBpqn
0,2014-10-31T00:08:37+0000,0,2905,0,"""No sabía el daño que había hecho. Cuando vi el periódico fue que supe la magnitud del daño que había hecho”, dijo Franck Kelin Holguín, visiblemente afectado y entre lágrimas

Fuera de la audiencia dijo que estaba arrepentido http://ht.ly/DB1hB",0,0,http://ht.ly/DB1hB
0,2014-10-30T22:40:43+0000,0,319,0,"En el 2015 solo tres días feriados se cambian para el lunes

Conoce aquí cuáles son http://ht.ly/DAKDI",0,0,http://ht.ly/DAKDI
0,2014-10-30T19:55:00+0000,0,101,0,Proyecto de ley aumentaría jubilaciones de los legisladores http://ht.ly/DzVhB,0,0,http://ht.ly/DzVhB
0,2014-10-30T19:25:01+0000,0,144,0,Encuesta Greenberg genera posiciones encontradas entre dirigentes y aspirantes http://ht.ly/DzTz3,0,0,http://ht.ly/DzTz3
0,2014-10-30T15:00:10+0000,0,4,0,Leonel's weakened by corruption and Abinader emerges as the opposition's best choice http://ht.ly/Dzhli,0,0,http://ht.ly/Dzhli
0,2014-10-30T11:30:00+0000,0,166,0,"Danilo Medina vislumbra el desarrollo turístico de Bahía de las Águilas

Inaugura una escuela y un museo del ámbar en la comunidad Bahoruco http://ht.ly/DyeyH",0,0,http://ht.ly/DyeyH
0,2014-10-30T10:30:02+0000,0,246,0,"Editorial: Un país abierto

Nuestro turismo está abierto a visitantes de todos los confines #DLOpinión http://ht.ly/DyfsT",0,0,http://ht.ly/DyfsT
0,2014-10-30T07:00:01+0000,0,88,0,"Universitarios del PRD pasan al PRM

Entre los dirigentes figuran Darío Castillo, Miguel Catalino, Salvador Ramos, Franklin García Fermín, Mateo Aquino Febrillet, Amílcar Carrasco, Santo Inocencio Mercedes, Mohamed Plácido, Fabio Ruiz Rosado y Fausto Herrera Catalino http://ht.ly/DybM4",0,0,http://ht.ly/DybM4
0,2014-10-30T05:00:03+0000,0,37,0,"Padres de estudiantes desaparecidos se reúnen con Peña Nieto

Al cierre de esta edición el encuentro todavía no había concluido http://ht.ly/Dy8nq",0,0,http://ht.ly/Dy8nq
0,2014-10-30T01:00:03+0000,0,239,0,"Geraldine Chaplin: ""No hay nada bello en la vejez, es una desgracia, una masacre""

La hija del legendario Charles Chaplin participa en la Muestra de Cine de Sao Paulo http://ht.ly/DxLSd",0,0,http://ht.ly/DxLSd
0,2014-10-29T17:10:03+0000,0,168,0,"El país sube 33 puntos en competitividad

Aquí los resultados del Doing Business 2015, del Banco Mundial http://ht.ly/Dwnky",0,0,http://ht.ly/Dwnky
0,2014-10-29T16:35:02+0000,0,105,0,Diputados aprueban préstamos por unos US$612 millones http://ht.ly/DwkfG,0,0,http://ht.ly/DwkfG
0,2014-10-28T10:30:00+0000,0,761,0,"Editorial: El Metro

Lo ocurrido ayer en el Metro de Santo Domingo pudo ser un atentado, una bellaquería o una iniciación de bandas #DLOpinión http://ht.ly/Drrkn",0,0,http://ht.ly/Drrkn
0,2014-10-28T06:00:03+0000,0,116,0,"Rousseff anunciará medidas económicas tras dialogar con todos los sectores

La jefe de Estado fue reelegida el domingo con un 51,64 % de los votos http://ht.ly/DrjGx",0,0,http://ht.ly/DrjGx
0,2014-10-27T18:20:01+0000,0,178,0,Charlie Villanueva se ganó puesto con equipo de los Mavericks http://ht.ly/DprlU,0,0,http://ht.ly/DprlU
0,2014-10-27T16:29:17+0000,0,240,0,"El Gobierno declara tres días de duelo nacional por la muerte del ex canciller Carlos Morales Troncoso, a partir de hoy.

Los restos del excanciller serán traídos esta noche al país http://ht.ly/Dpl6i",0,0,http://ht.ly/Dpl6i
0,2014-10-26T17:30:03+0000,0,104,0,"El Ballet Nacional está de fiesta y lo celebra ""Paso a Voz"" | Video http://ht.ly/DlVsg",0,0,http://ht.ly/DlVsg
0,2014-10-25T23:30:03+0000,0,204,0,"Nueva York extrema las medidas de seguridad por la llegada del ébola.
Craig Spencer, de la organización Médicos sin Fronteras,es el primer paciente de la enfermedad que registra la ciudad más poblada de Estados Unidos. 
http://ht.ly/Dl0l9",0,0,http://ht.ly/Dl0l9
0,2014-10-25T16:00:03+0000,0,196,0,CNDH cree justa sentencia de Corte Interamericana de los Derechos Humanos http://ht.ly/Dkl14,0,0,http://ht.ly/Dkl14
0,2014-10-25T15:00:03+0000,0,1240,0,"Cuando el pasado se viste de color

Una galería de 12 imágenes del pasado dominicano llevadas al color http://ht.ly/DkkcO",0,0,http://ht.ly/DkkcO
