angry,dates,haha,like,love,messages,sad,wow,url
16,2017-06-19T17:26:16+0000,302,664,22,"Circula en las redes sociales un #vídeo en el que se observa a un hombre trepado a una escalera en el centro de la autopista Juan Pablo Duarte, próximo a la ciudad de Santiago, intentando retirar un letrero de la empresa #Odebrecht que figura junto a otro de la compañía Acero Estrella y del Ministerio de Obras Públicas en la viga inferior de un puente. 

Hasta el momento de desconoce si el individuo habría sido contratado para los fines. http://bit.ly/2tG0nmx",0,84,http://bit.ly/2tG0nmx
0,2017-06-19T10:00:00+0000,0,28,0,AM: Un Gobierno avergonzado #DLOpinión http://bit.ly/2ti0rcI,0,0,http://bit.ly/2ti0rcI
0,2017-06-18T21:20:00+0000,3,46,0,Jefe de Cámara venezolana dice es “público” que Maduro protege a terroristas http://bit.ly/2sI0rWI,0,4,http://bit.ly/2sI0rWI
0,2017-06-18T20:00:00+0000,5,203,10,Marcha Verde recorre barrios y pide invertir en esos sectores con dinero de sobrevaluación de obras http://bit.ly/2thE0EE,0,0,http://bit.ly/2thE0EE
0,2017-06-18T08:00:00+0000,0,35,1,Extienden una semana negociaciones de reestructuración de eléctrica de Puerto Rico http://buff.ly/2snEdGs,0,0,http://buff.ly/2snEdGs
1,2017-06-16T21:45:09+0000,3,419,10,Ayuntamiento del Distrito Nacional publicará horarios recogida de basura http://buff.ly/2sI5RR4,0,0,http://buff.ly/2sI5RR4
1,2017-06-16T16:40:00+0000,3,78,0,Tras 20 años de exilio expresidente Abdalá Bucaram se prepara para su regreso a Ecuador http://ht.ly/6tkP30cEytU,0,4,http://ht.ly/6tkP30cEytU
0,2017-06-16T01:40:00+0000,21,335,5,Equilibrista se cuelga de los dientes sobre las cataratas del Niágara http://bit.ly/2t7JeTw,2,75,http://bit.ly/2t7JeTw
0,2017-06-16T00:00:00+0000,2,40,0,Gira artística de Plácido Domingo se va a pique por insolvencia de los promotores http://buff.ly/2tskzbI,2,12,http://buff.ly/2tskzbI
206,2017-06-15T23:08:25+0000,3,1713,11,Entrenador lamenta condiciones en que practican las Reinas del Caribe http://buff.ly/2tsCHSu,179,36,http://buff.ly/2tsCHSu
0,2017-06-15T22:00:00+0000,1,761,77,Jóvenes con discapacidad auditiva recibirán 100 becas http://buff.ly/2t6QZZB,0,1,http://buff.ly/2t6QZZB
0,2017-06-15T21:39:37+0000,0,90,0,"#VÍDEO: En síntesis, las principales noticias del día. Detalles aquí: http://bit.ly/2s6siOK",0,0,http://bit.ly/2s6siOK
64,2017-06-15T16:31:55+0000,91,514,6,"Políticos visitan a imputados del caso de Odebrecht en Najayo. 

Aquí detalles de los que han acudido al penal este jueves http://bit.ly/2t6u9la",2,14,http://bit.ly/2t6u9la
1,2017-06-14T22:45:00+0000,11,188,13,Lo correcto es escribir Gobierno http://buff.ly/2t2LZoR,0,3,http://buff.ly/2t2LZoR
1,2017-06-14T22:15:00+0000,9,96,5,Promoverán turismo religioso en República Dominicana http://buff.ly/2strp3V,0,0,http://buff.ly/2strp3V
0,2017-06-14T21:50:16+0000,0,52,1,"#VÍDEO: En síntesis, las principales noticias del día. Detalles aquí: http://bit.ly/2rx2RlW",0,0,http://bit.ly/2rx2RlW
0,2017-06-14T19:45:00+0000,1,32,1,Programa Inicia Educación forma más de 700 maestros http://buff.ly/2sbnIwP,0,0,http://buff.ly/2sbnIwP
3,2017-06-14T15:51:47+0000,14,113,3,#PreguntaDelDía | ¿Cree usted que los imputados por el #casoOdebrecht incriminarán a otros vinculados? Entre y vote: http://bit.ly/2ssX2ux,0,1,http://bit.ly/2ssX2ux
0,2017-06-14T14:30:00+0000,5,426,20,La Unión Europea elimina costo por “roaming”; este jueves entra en vigencia legislación http://bit.ly/2rvxDLX,0,11,http://bit.ly/2rvxDLX
0,2017-06-14T12:33:40+0000,0,63,3,"VIDEO: Se necesita sangre http://bit.ly/2ss4RAT

El Día Mundial del Donante de Sangre, que se celebra el 14 de junio de cada año, encuentra a nuestro país con un déficit de 69 mil pintas.",1,2,http://bit.ly/2ss4RAT
0,2017-06-14T02:30:00+0000,0,18,0,Ministerio de Administración Pública - MAP RD trabaja en la medición de los servicios de salud en los hospitales públicos http://bit.ly/2smmO2C,0,0,http://bit.ly/2smmO2C
0,2017-06-14T02:20:00+0000,0,23,0,Los Dodgers de los Ángeles envían a Adrián González a lista de inhabilitados http://bit.ly/2sq0NB9,0,0,http://bit.ly/2sq0NB9
0,2017-06-13T23:40:00+0000,0,30,0,Recaudaciones registran crecimiento de 11.2% en enero–mayo 2017 http://bit.ly/2sZnskN,1,0,http://bit.ly/2sZnskN
15,2017-06-13T23:18:33+0000,23,261,7,"#VÍDEO: En síntesis, el aparatoso traslado de Ángel Rondón Rijo a la cárcel de Najayo. Detalles aquí: http://bit.ly/2sq2v5v",1,2,http://bit.ly/2sq2v5v
0,2017-06-13T21:41:11+0000,3,98,2,"#VÍDEO: En síntesis, las principales noticias del día. Detalles aquí: http://bit.ly/2sZ5COT",0,0,http://bit.ly/2sZ5COT
0,2017-06-13T19:50:00+0000,25,414,34,Alcaldía del Distrito Nacional premiará a los barrios más limpios http://buff.ly/2tiAx7S,0,5,http://buff.ly/2tiAx7S
55,2017-06-13T14:25:46+0000,166,1063,22,#AHORA: Trasladan a Ángel Rondón a la cárcel de Najayo http://bit.ly/2soxoHu,2,23,http://bit.ly/2soxoHu
6,2017-06-12T22:20:00+0000,1,216,3,Fallece exregidor de Guaymate tras ser herido por desconocidos http://bit.ly/2rc8Tch,48,48,http://bit.ly/2rc8Tch
0,2017-06-12T01:00:00+0000,1,186,2,Reyes y Lagares pegan un hit por los Mets; Seth Lugo brilla en su debut http://bit.ly/2srJXkI,0,0,http://bit.ly/2srJXkI
0,2017-06-11T22:40:00+0000,0,58,0,Presidencia e Indotel-1 se citan en la final del sóftbol gubernamental http://bit.ly/2srCOkm,0,0,http://bit.ly/2srCOkm
153,2017-06-11T19:35:00+0000,564,344,10,Procuraduría dice obtiene máxima calificación en transparencia http://bit.ly/2ta9Sdr,6,13,http://bit.ly/2ta9Sdr
0,2017-06-11T15:11:40+0000,0,27,1,Panamá logra primer acuerdo de pena dentro de su antiguo sistema judicial http://bit.ly/2rf54H8,0,0,http://bit.ly/2rf54H8
0,2017-06-11T13:01:41+0000,2,150,4,Cristiano Ronaldo se convierte en padre de gemelos http://bit.ly/2r7tpe6,0,2,http://bit.ly/2r7tpe6
5,2017-06-11T12:15:00+0000,2,817,23,"#ReportajeEspecial: Un equipo de #DiarioLibre viajó a Hato Mayor y Santiago, y se adentró a los túneles mineros para conocer de cerca ""El precio de sacar ámbar de las entrañas de la tierra"" http://buff.ly/2rdW7Oy",2,92,http://buff.ly/2rdW7Oy
0,2017-06-11T11:30:00+0000,1,147,9,#ExprimeTuCerebro: ¿Qué tanto sabes sobre la donación de sangre? http://buff.ly/2rNRh9h,0,1,http://buff.ly/2rNRh9h
0,2017-06-11T00:40:00+0000,2,327,1,Jorge Bonifacio causa buena impresión con el guante http://buff.ly/2t7soDg,0,1,http://buff.ly/2t7soDg
0,2017-06-11T00:00:00+0000,17,353,20,Casas “Transformers” http://buff.ly/2r6263W,0,9,http://buff.ly/2r6263W
0,2017-06-10T23:20:00+0000,0,12,2,Los Objetivos de Desarrollo Sostenible construyen la visión del futuro que se quiere http://buff.ly/2spRFfs,0,0,http://buff.ly/2spRFfs
0,2017-06-10T11:30:00+0000,0,62,1,5 chefs prenden sus fogones en la plaza Sambil http://buff.ly/2rbwnSL,0,1,http://buff.ly/2rbwnSL
0,2017-06-10T04:00:00+0000,1,71,1,Vecinos del sector Villa Faro reclaman obras a alcaldía de Santo Domingo Este http://buff.ly/2rb8Y3R,0,0,http://buff.ly/2rb8Y3R
0,2017-06-09T22:26:18+0000,23,2989,139,VIDEO: Globo del Project Loom de Google cruza el cielo dominicano http://buff.ly/2rKhXaT,0,330,http://buff.ly/2rKhXaT
11,2017-06-09T16:09:22+0000,25,301,8,¿Quién es el nuevo ministro de Industria y Comercio? Aquí los detalles http://bit.ly/2r2QzC7,0,5,http://bit.ly/2r2QzC7
0,2017-06-09T04:00:00+0000,0,23,0,Sampaoli destaca la sociedad Messi-Dybala en Argentina http://bit.ly/2rGEntQ,0,0,http://bit.ly/2rGEntQ
5,2017-06-08T17:00:00+0000,1,163,1,Ministerio de Salud cierra empresa que distribuía medicamentos adulterados y sin registros sanitarios http://bit.ly/2rFxiJX,1,1,http://bit.ly/2rFxiJX
29,2017-06-08T16:00:00+0000,962,4273,37,Detienen al reguetonero Tempo por posesión de marihuana http://bit.ly/2r9PI1R,46,678,http://bit.ly/2r9PI1R
0,2017-06-08T03:00:00+0000,0,183,3,SIE-INFOTEP firman acuerdo; dotará técnicos eléctricos de licencia http://bit.ly/2r7RuAD,1,1,http://bit.ly/2r7RuAD
9,2017-06-08T01:58:41+0000,11,188,4,Imputados en #CasoOdebrecht permanecen en cárcel de Ciudad Nueva http://bit.ly/2r7K7cv,0,4,http://bit.ly/2r7K7cv
1,2017-06-07T23:25:00+0000,64,447,4,"El consumo moderado de alcohol también daña el cerebro, según estudio http://bit.ly/2sUV56d",3,53,http://bit.ly/2sUV56d
0,2017-06-07T17:40:01+0000,1,45,0,Director de Inteligencia de Donald Trump evita confirmar si fue presionado para reducir investigación sobre Rusia http://buff.ly/2rBGWgv,0,2,http://buff.ly/2rBGWgv
8,2017-06-07T15:25:00+0000,128,313,6,Joven se suicida inspirado por la serie “13 Reasons Why” http://bit.ly/2r5RMYH,30,118,http://bit.ly/2r5RMYH
8,2017-06-07T14:22:00+0000,163,691,3,Hombre muere envenenado al “curarse” una caries con un herbicida http://bit.ly/2s4hUZ2,83,472,http://bit.ly/2s4hUZ2
5,2017-06-06T22:39:58+0000,4,464,21,"#VÍDEO: Lo que ha pasado hasta ahora en la audiencia de conocimiento de medida de coerción a los imputados del #CasoOdebrecht. 

Siga todas las incidencias del proceso en el siguiente enlace: http://bit.ly/2sQnScj",0,14,http://bit.ly/2sQnScj
23,2017-06-06T00:00:00+0000,38,228,3,Canciller de Kazajistán pondera desarrollo de la República Dominicana http://bit.ly/2qRz9bL,2,8,http://bit.ly/2qRz9bL
0,2017-06-05T22:50:00+0000,0,155,3,En #EstilosRD | Cinco tendencias para llevar este verano http://buff.ly/2rMviQq,0,0,http://buff.ly/2rMviQq
1,2017-06-05T20:40:00+0000,1,33,2,En #EstilosRD | “El movimiento feminista está de moda” http://buff.ly/2ru3D6x,0,0,http://buff.ly/2ru3D6x
0,2017-06-05T14:00:00+0000,0,105,5,Movimiento Verde realiza marchas en Navarrete y Cristo Rey http://bit.ly/2rKzpMY,0,0,http://bit.ly/2rKzpMY
1,2017-06-05T13:45:00+0000,0,173,19,#FinancialTimes: La Unión Europea y China se unen para combatir cambio climático y contrarrestar la retirada de Estados Unidos http://bit.ly/2rKW2AM,0,7,http://bit.ly/2rKW2AM
0,2017-06-05T11:30:00+0000,4,69,0,NO RESPONDO: El imperio de la humillación #DLOpinión http://bit.ly/2qQPocV,0,0,http://bit.ly/2qQPocV
50,2017-06-04T23:00:00+0000,7,1280,28,Freddy Zapata captura Marlin Azul de 139 libras http://bit.ly/2rqItGo,16,45,http://bit.ly/2rqItGo
21,2017-06-04T18:00:00+0000,186,412,3,Abogada de Temístocles afirma aportes a una campaña no significan pago de soborno http://bit.ly/2qURcgj,0,13,http://bit.ly/2qURcgj
0,2017-06-04T11:30:00+0000,0,15,0,Gastronomía de estreno http://buff.ly/2qSPE6u,0,0,http://buff.ly/2qSPE6u
0,2017-06-03T23:20:00+0000,0,38,5,"Premio Diario Libre Arte Contemporáneo, un galardón a las nuevas voces del arte http://buff.ly/2qLQeUn",0,0,http://buff.ly/2qLQeUn
2,2017-06-03T20:43:57+0000,5,531,40,El Real Madrid ganó la Liga de Campeones http://buff.ly/2qLTGOF,3,1,http://buff.ly/2qLTGOF
0,2017-06-02T23:40:00+0000,0,23,1,"La Sociedad General de Autores, Compositores y Editores Dominicanos exhibe crecimiento institucional en asamblea http://buff.ly/2syCkW3",0,0,http://buff.ly/2syCkW3
29,2017-06-02T03:00:00+0000,21,145,1,El Presidente Medina designa el comité organizador de los Juegos Nacionales http://bit.ly/2qLT62K,1,4,http://bit.ly/2qLT62K
0,2017-06-01T23:40:00+0000,0,21,0,Un ataque armado a un hotel de Manila causa pánico y genera confusión http://bit.ly/2rh5M5j,1,0,http://bit.ly/2rh5M5j
1,2017-06-01T22:16:21+0000,7,88,2,"#VÍDEO: En síntesis, las principales noticias del día. Detalles aquí: http://bit.ly/2rgRJN9",1,2,http://bit.ly/2rgRJN9
0,2017-06-01T22:00:00+0000,6,52,2,"#Encuesta: ¿Qué expectativas tiene sobre el caso #Odebrecht? Diario Libre salió a las calles y la gente opinó al respecto. 

Conozca todas las incidencias del proceso que lleva la Procuraduría General de la República contra los 14 imputados aquí: http://bit.ly/2qFUDYX",0,0,http://bit.ly/2qFUDYX
0,2017-06-01T21:16:50+0000,3,50,0,"#PreguntaDelDía | ¿Quién ganará la final de la #NBA, los Warriors de Golden State o los Cleveland Cavaliers? Entre y vote: http://bit.ly/2rgEQCC",0,0,http://bit.ly/2rgEQCC
116,2017-06-01T16:33:47+0000,25,1275,23,"#VÍDEO: ¿Qué hizo Ángel Rondón para probarle a #Odebrecht que era el hombre ideal para conseguir obras del Estado? 

Detalles aquí: http://bit.ly/2rfCnZi",5,151,http://bit.ly/2rfCnZi
0,2017-06-01T01:40:00+0000,0,15,0,La OEA suspende por consenso la reunión de cancilleres sobre Venezuela http://bit.ly/2qHIuC0,1,0,http://bit.ly/2qHIuC0
0,2017-05-31T23:00:00+0000,0,17,0,Argentina dice espera Venezuela revise decisión de separarse de la OEA http://bit.ly/2qC7E5N,0,0,http://bit.ly/2qC7E5N
0,2017-05-31T22:40:00+0000,0,29,1,México cree comunidad internacional tiene la responsabilidad de actuar ante crisis venezolana http://bit.ly/2rcqNhl,0,0,http://bit.ly/2rcqNhl
0,2017-05-31T22:01:36+0000,1,38,4,"#VÍDEO: En síntesis, las principales noticias del día. Detalles aquí: http://bit.ly/2qH4ZHm",0,0,http://bit.ly/2qH4ZHm
1,2017-05-31T17:29:32+0000,6,97,2,"#VÍDEO: En síntesis, los incidentes que fueron noticia en el primer encuentro de los imputados del caso #Odebrecht ante el juez de la Instrucción Especial de la Suprema Corte de Justicia (SCJ), Francisco Ortega Polanco.

Detalles aquí: http://bit.ly/2rbBMaU",0,2,http://bit.ly/2rbBMaU
5,2017-05-31T00:40:00+0000,12,122,1,Ministerio Público de Brasil solicita al Supremo mantener confidencialidad en delaciones del #CasoOdebrecht http://bit.ly/2rlM7lf,1,7,http://bit.ly/2rlM7lf
0,2017-05-30T20:15:00+0000,0,108,2,EE.UU. recuerda a John F. Kennedy en su centenario http://buff.ly/2qCZnhm,3,0,http://buff.ly/2qCZnhm
0,2017-05-30T19:45:00+0000,3,456,11,Luis Fonsi lidera el top 50 de Spotify en la República Dominicana http://buff.ly/2r8eBOQ,2,0,http://buff.ly/2r8eBOQ
2,2017-05-30T17:49:07+0000,15,228,4,Medida de coerción contra los detenidos por caso Odebrecht será a las ocho de la noche http://buff.ly/2qwEQjb,0,10,http://buff.ly/2qwEQjb
3,2017-05-30T11:30:00+0000,7,26,0,Edesur Dominicana tuvo déficit por el orden de US$130 millones el año 2016 http://bit.ly/2rhrpCO,0,0,http://bit.ly/2rhrpCO
0,2017-05-30T01:40:00+0000,2,49,2,Trump honra a familias en el Día de los Caídos http://bit.ly/2rh8gkz,0,1,http://bit.ly/2rh8gkz
0,2017-05-29T21:50:00+0000,3,69,0,Águilas Cibaeñas anuncian a Lino Rivera como nuevo dirigente http://buff.ly/2qzNjNG,0,0,http://buff.ly/2qzNjNG
0,2017-05-29T20:50:00+0000,0,17,0,"Ernesto Valverde, entrenador del Barcelona para las dos próximas temporadas http://buff.ly/2rduZMc",0,0,http://buff.ly/2rduZMc
0,2017-05-29T19:50:00+0000,0,21,0,Desarticulan banda que estafó entidad bancaria con más de RD$5 millones http://buff.ly/2rgnshC,0,0,http://buff.ly/2rgnshC
0,2017-03-27T14:22:25+0000,0,59,1,La sexta semana del reto #Enformaconestilos inicia con más repeticiones y ejercicios más complejos. ¡No te desanimes! Ponte al día con las rutinas aquí http://buff.ly/2o2yV3J - Haz los ejercicios a tu propio ritmo. #EstilosRD,0,0,http://buff.ly/2o2yV3J
2,2017-03-26T19:00:00+0000,0,6,0,Agresor de Londres dio clases de inglés en Arabia Saudí http://bit.ly/2nCiolV,1,2,http://bit.ly/2nCiolV
5,2017-03-26T18:40:00+0000,64,160,0,Radhamés Segura: El PLD debe disponer sanciones a los que se han desviado http://bit.ly/2nXe7dP,0,6,http://bit.ly/2nXe7dP
0,2017-03-26T10:00:00+0000,0,35,0,Agresor de Londres dio clases de inglés en Arabia Saudí http://buff.ly/2n3SWSo,2,1,http://buff.ly/2n3SWSo
0,2017-03-25T00:14:07+0000,0,49,1,"Con esta rutina despedimos la semana 5 del reto, que se enfoca en fortalecer los brazos. ¿Preparados para la sexta semana? Los videos con las rutinas de las semanas anteriores están aquí http://buff.ly/2mE5Ny0

Recuerden que pueden hacerlas a su propio ritmo. ¡Anímense! Y sigan los consejos de nuestros entrenadores. #EstilosRD",0,0,http://buff.ly/2mE5Ny0
0,2017-03-24T15:46:40+0000,0,17,0,"Apuesta por un plato ligero, sin sacrificar ni un ápice de sabor, y por recetas fáciles y rápidas de preparar como estos fideos de zucchinni. ¡No te arrepentirás! 

Nos acercamos a la meta: ya casi entramos a la semana 6 del reto #Enformaconestilos para un cuerpo fitness. Ponte al día con las rutinas aquí http://buff.ly/2mE5Ny0 #EstilosRD",0,0,http://buff.ly/2mE5Ny0
0,2017-03-23T20:08:54+0000,0,38,1,"Los jugos verdes además de  saludables, también realzan tu belleza, cuidando tu piel desde el interior y con ellos garantizas una mejor absorción de los nutrientes y las vitaminas de las frutas y verduras que estás ingiriendo. Ponte #Enformaconestilos http://buff.ly/2mE5Ny0 #EstilosRD",0,0,http://buff.ly/2mE5Ny0
0,2017-03-23T14:18:13+0000,0,51,1,Ya te sabes todas las técnicas ahora ¡A trabajar de verdad! Después de un mes de puro entrenamiento es momento de que agregues dificultad a tus ejercicios. Ponte #Enformaconestilos http://buff.ly/2mU6kIW #EstilosRD,0,0,http://buff.ly/2mU6kIW
1,2017-03-23T13:31:10+0000,0,104,1,"Son dos los desaparecidos por riada en Puerto Plata, aclara la Defensa Civil http://bit.ly/2mUfghz",67,18,http://bit.ly/2mUfghz
0,2017-03-23T11:45:00+0000,0,17,0,DE BUENA TINTA: El Presidente y el dilema de los verdes... #DLOpinión http://bit.ly/2o720a5,0,0,http://bit.ly/2o720a5
0,2017-03-23T00:40:00+0000,0,39,0,En #EstilosRD: Siete consejos para decorar tu nido de amor http://buff.ly/2newb1F,0,0,http://buff.ly/2newb1F
10,2017-03-23T00:29:04+0000,3,1004,5,Familia desaparece al intentar cruzar río desbordado en Puerto Plata http://buff.ly/2mSewt8,933,427,http://buff.ly/2mSewt8
0,2017-03-22T22:45:25+0000,0,32,0,La importancia de combinar los ejercicios básicos es que nuestro cuerpo se comienza a adaptar a movimientos más avanzados que no había experimentado antes. De eso se trata la rutina de hoy. http://buff.ly/2mE5Ny0  #Enformaconestilos,0,0,http://buff.ly/2mE5Ny0
2,2017-03-22T22:00:00+0000,0,20,0,¡El eterno problema de la CAASD! http://buff.ly/2noez3M,1,0,http://buff.ly/2noez3M
2,2017-03-22T19:46:17+0000,8,62,3,ADP rechaza condena de 50 mil pesos por cada día que pare docencia en Barahona http://buff.ly/2o5A7iW,0,1,http://buff.ly/2o5A7iW
2,2017-03-22T19:00:00+0000,0,13,0,Especialistas están preocupados por salud de ciudadanos del Gran Santo Domingo http://buff.ly/2mQTLy0,0,2,http://buff.ly/2mQTLy0
0,2017-03-22T18:15:00+0000,0,15,0,¿Por qué los ordenadores y las tabletas son peligrosos en los aviones? http://buff.ly/2mQUnUp,0,0,http://buff.ly/2mQUnUp
0,2017-03-22T15:01:45+0000,1,80,3,"¿Sabías que el kale es muy rico en nutrientes, muy bajo en calorías y alto en proteínas, vitaminas, fibra, hierro (incluso tiene más que la carne de res), calcio (más que la leche de vaca) y es una poderosa fuente de fitonutrientes? ¡Que este superalimento no falte en tu despensa! http://buff.ly/2mE5Ny0 #Enformaconestilos #EstilosRD",0,0,http://buff.ly/2mE5Ny0
0,2017-03-22T00:20:00+0000,0,34,0,Más de 1.2 millones de viajeros utilizaron aeropuertos dominicanos en febrero http://buff.ly/2nkntiM,0,1,http://buff.ly/2nkntiM
0,2017-03-22T00:00:00+0000,9,423,24,Concluyen las obras de restauración de la tumba de Jesucristo http://buff.ly/2n569MH,0,6,http://buff.ly/2n569MH
1,2017-03-21T23:00:00+0000,0,16,0,Solicitan al Consejo del Poder Judicial investigar tribunal de SFM por liberar confeso homicida http://buff.ly/2nkqgbM,0,0,http://buff.ly/2nkqgbM
0,2017-03-21T21:50:09+0000,0,64,0,"Los ejercicios de hoy están vinculados con el piso, éstos te ayudarán a conseguir una mejor postura y a desarrollar la estabilidad de todo tu cuerpo. Recuerda que puedes ponerte al día con las rutinas y hacerlas a tu ritmo. http://buff.ly/2mE5Ny0 #Enformaconestilos",0,0,http://buff.ly/2mE5Ny0
0,2017-03-21T20:45:00+0000,0,7,0,París le advierte al COI que no quiere Juegos Olímpicos de 2028 http://buff.ly/2nat2ji,0,1,http://buff.ly/2nat2ji
0,2017-03-21T18:29:12+0000,0,32,1,"Reversiona la clásica ensalada y atrévete a inventar en la cocina. Con quinoa, vegetales, carnes... tú decides... Lo mejor es que son sanas, bajas en calorías y muy fáciles de preparar. http://buff.ly/2mE5Ny0 #Enformaconestilos #EstilosRD",0,0,http://buff.ly/2mE5Ny0
0,2017-03-21T17:30:01+0000,4,310,11,#VIDEO: Anuncian Marcha Verde en Santiago para el próximo domingo http://bit.ly/2o0P45w,1,2,http://bit.ly/2o0P45w
0,2017-03-21T16:30:02+0000,1,121,0,"Niños que iban en en autobús donde fue muerta Yapor pudieran enfrentar pesadillas y pánico http://bit.ly/2mLTiNG

Psicólogos consultados por Diario Libre recomiendan darles asistencia lo antes posible.",72,6,http://bit.ly/2mLTiNG
13,2017-03-21T04:00:01+0000,1,119,2,"Tras perderse el Clásico, Cueto luce afilado en pretemporada http://bit.ly/2nufoZq",2,2,http://bit.ly/2nufoZq
0,2017-03-21T01:01:12+0000,0,31,1,"¿Viste la rutina de hoy? Comenzamos otro ciclo de entrenamiento más intenso que el anterior.
Estamos en la semana 5 del reto #Enformaconestilos Encuentra las rutinas de la semana aquí http://buff.ly/2mE5Ny0 #EstilosRD",0,0,http://buff.ly/2mE5Ny0
0,2017-03-21T00:40:35+0000,0,55,0,Puerto Rico y Holanda disputan la primera semifinal del Clásico Mundial http://bit.ly/2ntOfpp,0,0,http://bit.ly/2ntOfpp
0,2017-03-20T21:18:46+0000,2,79,2,"Apuesta por la mantequilla de maní (o cualquier otra semilla) en tus meriendas, contiene grandes cantidades de proteína y mucha fibra, así que saciará perfectamente tu hambre entre comidas. http://buff.ly/2mE5Ny0
Ponte #Enformaconestilos  #EstilosRD",0,0,http://buff.ly/2mE5Ny0
0,2017-03-20T19:00:05+0000,0,68,2,"#HoraDelPlaneta2017: No desperdicie el techo de su casa, transfórmelo en un huerto.

Entérese de cómo, aquí http://bit.ly/2nWKxRH",0,0,http://bit.ly/2nWKxRH
11,2017-03-20T12:24:07+0000,3,201,5,Dominicana bateó .058 en posición de anotar; dejó 8.5 hombres en bases por juego en el #CMB2017 http://bit.ly/2n63iVk,29,5,http://bit.ly/2n63iVk
0,2017-03-19T15:42:15+0000,0,88,3,"¿Camarones con marinado de ajo, jalapeño y vino blanco? Sagrario Matos,  la ""Señora bonita"", nos muestra en #EstilosRD cómo hacerlo.  https://goo.gl/dQOxb5",0,1,https://goo.gl/dQOxb5
0,2017-03-19T10:15:00+0000,0,37,0,¿Se puede desarrollar habilidades jugando? http://buff.ly/2n2x2SY,0,1,http://buff.ly/2n2x2SY
0,2017-03-19T08:00:00+0000,0,6,0,El Comité Organizador del ICDA #Lecturas http://buff.ly/2nmf8vf,0,0,http://buff.ly/2nmf8vf
4,2017-03-18T21:51:14+0000,33,257,14,Detienen decenas de haitianos indocumentados en Dajabón http://buff.ly/2n9k71W,1,11,http://buff.ly/2n9k71W
0,2017-03-18T12:17:27+0000,0,42,5,"Nashla Bogaert y David Maler, son los protagonistas de la portada de #EstilosRD este sábado. En una entrevista nos hablan sobre Cacique films y su primera producción #Reinbou. Busca la revista dentro de tu #DiarioLibre o ingresa aquí para verla online. 
https://goo.gl/7r8wKA",0,0,https://goo.gl/7r8wKA
0,2017-03-18T10:30:00+0000,0,15,0,Hidratación: mitos y verdades #EstilosRD http://buff.ly/2mYWuJ2,0,0,http://buff.ly/2mYWuJ2
0,2017-03-18T01:00:00+0000,1,44,0,Mundo enfrenta la peor crisis alimentaria desde 1945 http://buff.ly/2mbFG2C,10,6,http://buff.ly/2mbFG2C
0,2017-03-18T00:00:00+0000,1,1682,41,Adrián Beltré es el rey de los antesalistas latinos http://buff.ly/2mEoijb,0,9,http://buff.ly/2mEoijb
0,2017-03-17T16:00:39+0000,1,44,0,Dictan 30 años de prisión contra hombre ocasionó muerte a otro en Samaná http://ht.ly/93rM30a0izF,0,1,http://ht.ly/93rM30a0izF
0,2017-03-17T12:22:13+0000,1,249,15,"El huevo ha estado rodeado de una serie de creencias que no siempre se han ajustado a la realidad. Inclúyelo sin miedo en tu dieta: es bajo en calorías, rico en proteínas y contiene todos los aminoácidos que necesita tu organismo.  
http://buff.ly/2mE5Ny0 #Enformaconestilos #EstilosRD",0,1,http://buff.ly/2mE5Ny0
0,2017-03-17T02:40:00+0000,0,21,0,Jefe de Federación de Gimnasia de EEUU renuncia en medio de escándalo por abuso sexual http://bit.ly/2myjxXq,0,13,http://bit.ly/2myjxXq
0,2017-03-17T02:00:00+0000,0,16,0,Presidente Medina inaugura varias obras en el Complejo Aeronáutico Dominicano Norge Botello http://bit.ly/2nKIbFk,0,0,http://bit.ly/2nKIbFk
0,2017-03-17T00:36:48+0000,0,56,3,"¿Viste la rutina de hoy? El tríceps ocupa el 60% del volumen total del brazo, siendo así el músculo más grande de esta parte del cuerpo. En los ejercicios de hoy te explicamos cómo trabajarlo.
Recuerda que puedes seguir el reto poniéndote al día con el plan nutricional, los ejercicios y las recetas, todo está disponible aquí: http://buff.ly/2mE5Ny0",0,0,http://buff.ly/2mE5Ny0
2,2017-03-16T22:40:01+0000,1,411,12,#VIDEO: Mujer se salva de su secuestrador tirándose del baúl del vehículo http://buff.ly/2neUm0N,2,124,http://buff.ly/2neUm0N
0,2017-03-16T10:30:00+0000,4,15,0,EDITORIAL: La molesta y cara basura #DLOpinión http://bit.ly/2mvajfB,0,0,http://bit.ly/2mvajfB
0,2017-03-16T01:40:01+0000,0,23,1,Sur Futuro y Embajada de Canadá sensibilizan a jóvenes sobre el cambio climático http://bit.ly/2nGB1C7,0,0,http://bit.ly/2nGB1C7
3,2017-03-15T17:30:01+0000,11,112,2,Detienen a cuatro ejecutivos de financiera Rona por fraude de 200 millones http://bit.ly/2nsPdze,1,21,http://bit.ly/2nsPdze
8,2017-03-15T16:30:00+0000,5,16,0,Foro de partidos pide a la Junta Central Electoral entregarle fondos “inmediatamente” http://bit.ly/2m0APRS,0,0,http://bit.ly/2m0APRS
0,2017-03-15T12:00:01+0000,6,65,2,El país necesita 25 presas y 15 sistemas de riego para evitar futura escasez http://bit.ly/2nqGJJ6,0,2,http://bit.ly/2nqGJJ6
4,2017-03-15T02:50:00+0000,0,11,0,Maduro ironiza sobre selección italiana en el Clásico http://bit.ly/2mqkrW1,0,1,http://bit.ly/2mqkrW1
